order_id,restaurant_name,city,order_time,delivery_time,order_value,rating,distance_km,traffic_level,payment_mode,customer_type,prep_time_min,expected_time_min,delivery_duration_min,delivery_status
592,Royal Kitchen,Bangalore,2024-04-05 15:26:00,2024-04-05 16:29:00,149,4.9,8.0,High,UPI,Premium,20,52,63,Late
593,Quick Eats,Pune,2024-04-03 23:02:00,2024-04-03 23:26:00,198,4.9,2.1,Low,Cash,New,13,21,24,Late
594,Spice Hub,Pune,2024-04-08 18:39:00,2024-04-08 19:41:00,287,3.3,8.6,High,Wallet,Premium,18,52,62,Late
595,Food Palace,Hyderabad,2024-04-15 13:41:00,2024-04-15 14:18:00,510,4.5,4.3,Medium,Cash,New,12,29,37,Late
596,Royal Kitchen,Pune,2024-04-12 16:52:00,2024-04-12 17:18:00,236,4.2,1.7,Medium,Card,Premium,11,17,26,Late
597,Quick Eats,Pune,2024-04-02 13:33:00,2024-04-02 14:10:00,218,4.3,4.8,Low,Cash,Returning,13,32,37,Late
598,Quick Eats,Bangalore,2024-04-09 20:15:00,2024-04-09 20:54:00,483,4.8,1.5,High,UPI,New,15,21,39,Late
599,Quick Eats,Bangalore,2024-04-10 15:43:00,2024-04-10 16:57:00,185,4.9,11.7,Medium,Cash,Premium,23,69,74,Late
600,Food Palace,Hyderabad,2024-04-06 20:10:00,2024-04-06 21:25:00,562,3.4,9.2,High,Wallet,Premium,24,60,75,Late
601,Tasty Bites,Hyderabad,2024-04-07 22:40:00,2024-04-07 23:46:00,223,3.2,9.3,Medium,Card,Returning,20,57,66,Late
602,Quick Eats,Hyderabad,2024-04-13 18:59:00,2024-04-13 19:36:00,592,3.8,1.2,High,UPI,Returning,18,22,37,Late
603,Urban Food,Bangalore,2024-04-12 10:18:00,2024-04-12 11:11:00,169,4.6,6.4,High,Wallet,New,10,35,53,Late
604,Tasty Bites,Pune,2024-04-04 23:20:00,2024-04-05 00:16:00,361,4.0,8.5,Low,Card,New,18,52,56,Late
605,Quick Eats,Hyderabad,2024-04-01 17:22:00,2024-04-01 17:54:00,287,5.0,4.0,Low,UPI,New,14,30,32,Late
606,Quick Eats,Mumbai,2024-04-13 14:05:00,2024-04-13 15:08:00,569,4.0,5.7,High,UPI,Returning,22,44,63,Late
607,Food Palace,Pune,2024-04-03 17:52:00,2024-04-03 18:35:00,428,4.6,2.8,High,Card,Returning,13,24,43,Late
608,Tasty Bites,Pune,2024-04-13 10:58:00,2024-04-13 12:01:00,313,3.6,8.6,Medium,Wallet,New,21,55,63,Late
609,Spice Hub,Mumbai,2024-04-13 20:24:00,2024-04-13 20:54:00,121,4.4,1.9,Low,Cash,Premium,19,26,30,Late
610,Tasty Bites,Hyderabad,2024-04-09 21:14:00,2024-04-09 22:02:00,474,3.7,8.2,Low,UPI,Returning,11,43,48,Late
611,Urban Food,Bangalore,2024-04-07 14:50:00,2024-04-07 15:56:00,272,3.5,11.5,Medium,Cash,New,14,60,66,Late
612,Spice Hub,Bangalore,2024-04-07 14:05:00,2024-04-07 15:01:00,166,4.9,5.8,Medium,Cash,Premium,23,46,56,Late
613,Food Palace,Bangalore,2024-04-07 20:36:00,2024-04-07 21:16:00,136,4.3,5.6,Low,UPI,Returning,17,39,40,Late
614,Tasty Bites,Bangalore,2024-04-15 19:05:00,2024-04-15 19:52:00,287,3.7,5.4,Low,Card,Premium,23,44,47,Late
615,Tasty Bites,Mumbai,2024-04-10 20:01:00,2024-04-10 21:10:00,415,3.9,11.8,Medium,Card,Returning,15,62,69,Late
616,Urban Food,Hyderabad,2024-04-01 23:14:00,2024-04-02 00:19:00,487,3.6,10.8,Low,UPI,Returning,21,64,65,Late
617,Royal Kitchen,Pune,2024-04-01 13:39:00,2024-04-01 14:11:00,275,3.3,3.3,Low,Cash,Premium,19,32,32,On-time
618,Royal Kitchen,Pune,2024-04-08 10:21:00,2024-04-08 11:10:00,379,3.9,8.2,Low,Card,Returning,16,48,49,Late
619,Quick Eats,Delhi,2024-04-12 12:44:00,2024-04-12 13:52:00,398,4.1,10.5,High,Wallet,Premium,10,52,68,Late
620,Royal Kitchen,Hyderabad,2024-04-03 10:18:00,2024-04-03 11:22:00,338,3.5,11.7,Low,Cash,Returning,18,64,64,On-time
621,Royal Kitchen,Pune,2024-04-11 14:42:00,2024-04-11 15:56:00,109,4.6,10.6,High,Cash,Returning,21,63,74,Late
622,Tasty Bites,Bangalore,2024-04-09 21:06:00,2024-04-09 22:18:00,372,4.7,9.5,Medium,UPI,Returning,25,63,72,Late
623,Spice Hub,Mumbai,2024-04-08 18:59:00,2024-04-08 19:56:00,226,4.3,9.4,High,UPI,Premium,10,47,57,Late
624,Quick Eats,Delhi,2024-04-07 21:10:00,2024-04-07 21:45:00,280,3.3,2.4,Low,Card,Returning,21,30,35,Late
625,Tasty Bites,Delhi,2024-04-05 22:03:00,2024-04-05 23:21:00,555,4.3,11.1,High,UPI,Premium,18,62,78,Late
626,Spice Hub,Hyderabad,2024-04-03 15:57:00,2024-04-03 16:55:00,473,4.1,9.8,Medium,Card,New,14,53,58,Late
627,Urban Food,Hyderabad,2024-04-04 19:09:00,2024-04-04 19:46:00,268,3.4,2.3,Medium,UPI,Returning,19,28,37,Late
628,Urban Food,Hyderabad,2024-04-11 12:37:00,2024-04-11 13:39:00,258,4.0,8.5,High,UPI,New,16,50,62,Late
629,Royal Kitchen,Hyderabad,2024-04-15 22:09:00,2024-04-15 22:51:00,134,4.1,3.2,High,UPI,Returning,15,27,42,Late
630,Quick Eats,Hyderabad,2024-04-06 23:56:00,2024-04-07 00:14:00,550,4.2,1.7,Low,Cash,New,10,16,18,Late
631,Urban Food,Bangalore,2024-04-12 23:57:00,2024-04-13 00:43:00,498,4.6,4.0,High,Card,Returning,18,34,46,Late
632,Food Palace,Pune,2024-04-01 22:39:00,2024-04-01 23:33:00,390,4.0,4.4,High,UPI,New,18,35,54,Late
633,Quick Eats,Mumbai,2024-04-11 10:22:00,2024-04-11 10:52:00,357,3.3,1.1,Low,UPI,New,25,29,30,Late
634,Quick Eats,Bangalore,2024-04-14 16:31:00,2024-04-14 17:12:00,198,4.1,5.3,Medium,Card,New,14,35,41,Late
635,Food Palace,Pune,2024-04-15 14:26:00,2024-04-15 15:13:00,133,3.7,7.6,Low,Wallet,New,16,46,47,Late
636,Food Palace,Bangalore,2024-04-06 23:29:00,2024-04-07 00:29:00,497,4.7,8.6,Low,Wallet,Premium,23,57,60,Late
637,Spice Hub,Hyderabad,2024-04-06 16:39:00,2024-04-06 17:46:00,155,3.3,9.6,High,Wallet,Premium,11,49,67,Late
638,Urban Food,Bangalore,2024-04-09 18:25:00,2024-04-09 19:19:00,298,3.4,6.3,High,Cash,New,11,36,54,Late
639,Quick Eats,Pune,2024-04-08 16:56:00,2024-04-08 17:37:00,185,5.0,3.7,Medium,UPI,Returning,19,33,41,Late
640,Urban Food,Delhi,2024-04-09 12:29:00,2024-04-09 13:14:00,469,4.1,2.6,High,Cash,Premium,24,34,45,Late
641,Quick Eats,Pune,2024-04-15 21:34:00,2024-04-15 22:30:00,265,4.5,7.8,Low,UPI,Premium,22,53,56,Late
642,Urban Food,Pune,2024-04-10 21:57:00,2024-04-10 22:49:00,228,3.2,7.2,Low,UPI,Returning,24,52,52,On-time
643,Tasty Bites,Mumbai,2024-04-02 21:28:00,2024-04-02 22:18:00,368,4.1,4.6,High,Cash,New,21,39,50,Late
644,Royal Kitchen,Bangalore,2024-04-09 16:02:00,2024-04-09 16:34:00,546,3.8,2.0,Low,UPI,Returning,20,28,32,Late
645,Royal Kitchen,Mumbai,2024-04-03 22:45:00,2024-04-03 23:15:00,258,3.3,1.4,Low,UPI,New,23,28,30,Late
646,Royal Kitchen,Bangalore,2024-04-03 11:57:00,2024-04-03 12:34:00,418,3.4,5.4,Low,Card,Premium,16,37,37,On-time
647,Tasty Bites,Pune,2024-04-14 17:34:00,2024-04-14 18:28:00,211,4.4,7.2,Low,Wallet,Returning,25,53,54,Late
648,Quick Eats,Bangalore,2024-04-08 11:38:00,2024-04-08 12:40:00,551,3.6,9.8,High,Wallet,Returning,10,49,62,Late
649,Quick Eats,Delhi,2024-04-03 12:03:00,2024-04-03 12:45:00,174,3.4,2.8,High,UPI,New,21,32,42,Late
650,Spice Hub,Hyderabad,2024-04-15 11:03:00,2024-04-15 11:59:00,182,4.5,8.0,Low,Card,Returning,23,55,56,Late
651,Royal Kitchen,Delhi,2024-04-12 19:23:00,2024-04-12 19:42:00,265,4.9,1.3,Low,UPI,Returning,12,17,19,Late
652,Tasty Bites,Bangalore,2024-04-14 18:04:00,2024-04-14 18:41:00,162,4.2,1.6,Medium,Cash,Returning,25,31,37,Late
653,Royal Kitchen,Delhi,2024-04-07 18:13:00,2024-04-07 19:23:00,129,4.8,8.8,High,Card,Premium,16,51,70,Late
654,Spice Hub,Hyderabad,2024-04-12 21:38:00,2024-04-12 22:48:00,411,4.6,8.9,High,Cash,Returning,19,54,70,Late
655,Tasty Bites,Delhi,2024-04-10 19:31:00,2024-04-10 20:31:00,513,4.7,4.7,High,Card,New,25,43,60,Late
656,Food Palace,Hyderabad,2024-04-05 13:00:00,2024-04-05 13:20:00,420,4.8,1.9,Low,UPI,Premium,10,17,20,Late
657,Spice Hub,Mumbai,2024-04-01 15:22:00,2024-04-01 16:16:00,427,4.7,7.0,High,Wallet,Returning,16,44,54,Late
658,Food Palace,Delhi,2024-04-05 14:32:00,2024-04-05 15:26:00,158,4.4,6.0,High,Card,New,20,44,54,Late
659,Royal Kitchen,Delhi,2024-04-12 19:39:00,2024-04-12 20:22:00,269,4.5,6.8,Low,Card,Returning,15,42,43,Late
660,Tasty Bites,Bangalore,2024-04-11 12:30:00,2024-04-11 13:05:00,558,3.3,1.9,Low,Wallet,New,24,31,35,Late
661,Tasty Bites,Bangalore,2024-04-01 23:33:00,2024-04-02 00:16:00,374,3.5,3.7,Medium,Wallet,Premium,20,34,43,Late
662,Spice Hub,Mumbai,2024-04-02 12:17:00,2024-04-02 13:22:00,420,3.6,10.6,Low,Card,Returning,20,62,65,Late
663,Quick Eats,Mumbai,2024-04-10 11:55:00,2024-04-10 13:11:00,116,3.8,11.7,Medium,Wallet,New,20,66,76,Late
664,Tasty Bites,Bangalore,2024-04-15 13:23:00,2024-04-15 14:00:00,368,4.6,3.0,Medium,Cash,Returning,19,31,37,Late
665,Tasty Bites,Mumbai,2024-04-13 10:49:00,2024-04-13 11:36:00,359,4.1,8.2,Low,Cash,Returning,12,44,47,Late
666,Spice Hub,Bangalore,2024-04-06 17:46:00,2024-04-06 18:48:00,173,4.5,7.1,High,UPI,New,19,47,62,Late
667,Spice Hub,Hyderabad,2024-04-12 10:29:00,2024-04-12 11:01:00,259,5.0,3.5,Medium,UPI,New,13,27,32,Late
668,Spice Hub,Hyderabad,2024-04-08 10:06:00,2024-04-08 11:21:00,395,4.4,11.7,High,Cash,Returning,19,65,75,Late
669,Tasty Bites,Mumbai,2024-04-04 14:17:00,2024-04-04 15:06:00,443,4.4,3.2,High,Card,New,20,32,49,Late
670,Spice Hub,Delhi,2024-04-05 11:00:00,2024-04-05 11:33:00,377,3.3,1.8,High,UPI,New,13,20,33,Late
671,Tasty Bites,Hyderabad,2024-04-03 21:51:00,2024-04-03 22:29:00,136,4.0,3.8,Medium,Card,Returning,17,32,38,Late
672,Tasty Bites,Hyderabad,2024-04-08 10:08:00,2024-04-08 11:20:00,125,4.5,10.6,Low,Card,Premium,25,67,72,Late
673,Spice Hub,Bangalore,2024-04-07 16:11:00,2024-04-07 17:30:00,282,4.0,9.2,High,Cash,New,24,60,79,Late
674,Tasty Bites,Delhi,2024-04-13 20:51:00,2024-04-13 21:39:00,390,3.9,4.8,High,UPI,Premium,12,31,48,Late
675,Food Palace,Pune,2024-04-08 14:43:00,2024-04-08 16:11:00,218,3.3,11.9,High,Wallet,New,24,71,88,Late
676,Food Palace,Mumbai,2024-04-07 12:44:00,2024-04-07 14:01:00,332,4.2,10.5,High,Card,Returning,20,62,77,Late
677,Urban Food,Pune,2024-04-02 15:30:00,2024-04-02 16:15:00,493,4.5,5.8,Medium,Cash,Returning,15,38,45,Late
678,Tasty Bites,Hyderabad,2024-04-02 16:52:00,2024-04-02 17:45:00,384,4.8,6.4,High,UPI,Premium,13,38,53,Late
679,Royal Kitchen,Pune,2024-04-08 16:37:00,2024-04-08 17:46:00,224,4.0,10.9,Medium,Card,Premium,17,60,69,Late
680,Quick Eats,Mumbai,2024-04-02 15:13:00,2024-04-02 16:08:00,390,4.3,4.0,High,Wallet,Returning,23,39,55,Late
681,Tasty Bites,Hyderabad,2024-04-11 20:04:00,2024-04-11 21:24:00,403,3.6,11.0,High,UPI,New,25,69,80,Late
682,Quick Eats,Bangalore,2024-04-02 23:28:00,2024-04-03 00:21:00,135,4.3,7.9,Low,Card,Premium,19,50,53,Late
683,Quick Eats,Pune,2024-04-08 20:42:00,2024-04-08 21:31:00,518,3.4,9.1,Low,Wallet,Returning,12,48,49,Late
684,Food Palace,Hyderabad,2024-04-11 12:28:00,2024-04-11 13:38:00,415,4.8,8.9,High,Cash,New,19,54,70,Late
685,Quick Eats,Bangalore,2024-04-11 15:19:00,2024-04-11 16:06:00,467,3.6,3.0,High,UPI,New,19,31,47,Late
686,Tasty Bites,Pune,2024-04-09 16:54:00,2024-04-09 17:59:00,289,3.5,11.7,Low,Cash,Premium,19,65,65,On-time
687,Quick Eats,Pune,2024-04-09 23:22:00,2024-04-10 00:22:00,220,4.1,10.4,Low,Cash,Premium,19,60,60,On-time
688,Urban Food,Hyderabad,2024-04-06 21:24:00,2024-04-06 22:08:00,379,4.8,3.7,Medium,Wallet,Premium,22,36,44,Late
689,Food Palace,Mumbai,2024-04-04 18:24:00,2024-04-04 19:16:00,247,4.1,5.9,Medium,Wallet,New,23,46,52,Late
690,Royal Kitchen,Mumbai,2024-04-02 20:01:00,2024-04-02 20:51:00,323,4.3,5.0,Low,UPI,New,25,45,50,Late
691,Food Palace,Pune,2024-04-13 16:55:00,2024-04-13 17:38:00,192,3.9,2.8,Medium,UPI,Premium,23,34,43,Late
692,Urban Food,Hyderabad,2024-04-14 17:24:00,2024-04-14 18:33:00,317,3.7,11.7,Medium,Wallet,Premium,17,63,69,Late
693,Quick Eats,Pune,2024-04-04 21:32:00,2024-04-04 22:36:00,395,3.8,8.2,Medium,Wallet,Premium,23,55,64,Late
694,Tasty Bites,Pune,2024-04-08 21:23:00,2024-04-08 22:31:00,140,3.4,9.5,Low,Cash,Premium,25,63,68,Late
695,Food Palace,Hyderabad,2024-04-09 11:33:00,2024-04-09 12:44:00,341,4.0,11.7,High,Card,Returning,12,58,71,Late
696,Royal Kitchen,Pune,2024-04-01 15:34:00,2024-04-01 16:16:00,362,3.3,3.6,Low,Card,Premium,25,39,42,Late
697,Urban Food,Hyderabad,2024-04-06 22:18:00,2024-04-06 22:49:00,455,4.1,2.9,Medium,Card,Returning,15,26,31,Late
698,Quick Eats,Delhi,2024-04-11 17:37:00,2024-04-11 18:11:00,249,4.7,4.7,Low,Card,New,11,29,34,Late
699,Royal Kitchen,Hyderabad,2024-04-08 11:08:00,2024-04-08 11:56:00,229,3.6,5.7,High,Cash,Returning,12,34,48,Late
700,Food Palace,Hyderabad,2024-04-14 14:00:00,2024-04-14 15:03:00,189,4.5,7.8,High,Card,Returning,13,44,63,Late
701,Quick Eats,Mumbai,2024-04-13 12:16:00,2024-04-13 13:01:00,192,3.5,2.8,High,Wallet,Returning,17,28,45,Late
702,Quick Eats,Pune,2024-04-03 19:59:00,2024-04-03 20:32:00,494,4.5,1.4,Low,Card,New,25,30,33,Late
703,Urban Food,Mumbai,2024-04-11 12:13:00,2024-04-11 13:17:00,428,4.1,8.3,High,Wallet,Premium,21,54,64,Late
704,Tasty Bites,Pune,2024-04-08 16:30:00,2024-04-08 17:46:00,585,4.7,10.3,Medium,Cash,New,25,66,76,Late
705,Quick Eats,Mumbai,2024-04-12 16:30:00,2024-04-12 17:22:00,545,4.8,7.4,Medium,Wallet,Premium,14,43,52,Late
706,Urban Food,Pune,2024-04-07 20:20:00,2024-04-07 20:55:00,569,3.4,3.3,High,Card,Returning,11,24,35,Late
707,Quick Eats,Delhi,2024-04-15 20:54:00,2024-04-15 21:37:00,236,3.3,4.0,Medium,Wallet,Premium,20,36,43,Late
708,Spice Hub,Delhi,2024-04-13 20:47:00,2024-04-13 21:34:00,272,4.9,6.8,Low,Wallet,Returning,16,43,47,Late
709,Royal Kitchen,Mumbai,2024-04-01 20:00:00,2024-04-01 20:18:00,150,3.4,1.4,Low,Card,Premium,10,15,18,Late
710,Quick Eats,Pune,2024-04-04 21:18:00,2024-04-04 22:03:00,112,4.9,6.0,Medium,Wallet,Returning,16,40,45,Late
711,Quick Eats,Pune,2024-04-11 23:13:00,2024-04-11 23:55:00,144,4.1,4.5,High,Cash,Premium,13,31,42,Late
712,Quick Eats,Mumbai,2024-04-13 20:36:00,2024-04-13 21:00:00,194,3.5,1.5,Low,Wallet,Premium,13,19,24,Late
713,Tasty Bites,Delhi,2024-04-15 11:40:00,2024-04-15 12:53:00,454,4.9,11.9,Medium,Wallet,Premium,18,65,73,Late
714,Royal Kitchen,Delhi,2024-04-13 11:17:00,2024-04-13 11:46:00,270,4.9,1.1,Low,Card,New,22,26,29,Late
715,Spice Hub,Delhi,2024-04-08 11:31:00,2024-04-08 12:26:00,430,4.8,8.0,Low,Card,New,22,54,55,Late
716,Urban Food,Pune,2024-04-13 16:13:00,2024-04-13 17:07:00,466,4.1,6.0,High,UPI,Premium,13,37,54,Late
717,Tasty Bites,Pune,2024-04-02 19:46:00,2024-04-02 20:40:00,559,4.4,6.4,Medium,Cash,New,24,49,54,Late
718,Urban Food,Mumbai,2024-04-11 16:17:00,2024-04-11 16:50:00,394,3.3,2.5,Low,Cash,New,20,30,33,Late
719,Spice Hub,Hyderabad,2024-04-07 16:54:00,2024-04-07 17:41:00,215,4.5,4.4,High,Wallet,Returning,12,29,47,Late
720,Spice Hub,Bangalore,2024-04-10 18:59:00,2024-04-10 19:41:00,255,4.4,3.2,Medium,Wallet,New,20,32,42,Late
721,Urban Food,Pune,2024-04-09 23:21:00,2024-04-10 00:33:00,431,3.4,11.7,Low,Cash,Returning,24,70,72,Late
722,Food Palace,Mumbai,2024-04-11 13:19:00,2024-04-11 14:25:00,422,4.0,8.4,High,Cash,Returning,22,55,66,Late
723,Royal Kitchen,Delhi,2024-04-15 20:28:00,2024-04-15 21:38:00,118,3.5,10.5,High,Wallet,New,16,58,70,Late
724,Food Palace,Pune,2024-04-07 11:50:00,2024-04-07 13:00:00,373,4.7,8.6,High,UPI,Returning,19,53,70,Late
725,Urban Food,Pune,2024-04-01 15:50:00,2024-04-01 17:02:00,160,4.4,11.4,High,Cash,Returning,11,56,72,Late
726,Food Palace,Hyderabad,2024-04-14 23:34:00,2024-04-15 00:17:00,118,4.3,6.5,Low,Wallet,Premium,17,43,43,On-time
727,Royal Kitchen,Mumbai,2024-04-01 17:58:00,2024-04-01 19:04:00,459,4.2,10.6,High,Wallet,Premium,11,53,66,Late
728,Royal Kitchen,Mumbai,2024-04-11 10:57:00,2024-04-11 11:23:00,412,4.9,1.3,Medium,Cash,New,13,18,26,Late
729,Food Palace,Hyderabad,2024-04-02 17:38:00,2024-04-02 18:40:00,511,4.4,8.6,High,Cash,New,17,51,62,Late
730,Food Palace,Bangalore,2024-04-11 16:20:00,2024-04-11 16:49:00,528,4.4,3.4,Low,Card,Premium,14,27,29,Late
731,Food Palace,Pune,2024-04-02 11:17:00,2024-04-02 12:02:00,456,4.4,5.3,Low,UPI,Returning,23,44,45,Late
732,Tasty Bites,Hyderabad,2024-04-04 19:02:00,2024-04-04 19:28:00,413,4.4,2.2,Low,UPI,Returning,13,21,26,Late
733,Urban Food,Mumbai,2024-04-02 10:00:00,2024-04-02 11:05:00,433,3.3,12.0,Low,Cash,Returning,12,60,65,Late
734,Quick Eats,Delhi,2024-04-13 22:49:00,2024-04-13 23:55:00,173,3.9,11.7,Medium,Wallet,Premium,14,60,66,Late
735,Royal Kitchen,Delhi,2024-04-04 12:39:00,2024-04-04 13:51:00,192,4.6,10.6,High,Wallet,Returning,11,53,72,Late
736,Royal Kitchen,Bangalore,2024-04-14 22:19:00,2024-04-14 23:15:00,385,4.5,7.2,Medium,Cash,Premium,23,51,56,Late
737,Food Palace,Mumbai,2024-04-02 19:23:00,2024-04-02 20:39:00,494,3.9,10.7,High,Cash,Premium,17,59,76,Late
738,Royal Kitchen,Mumbai,2024-04-04 11:50:00,2024-04-04 12:36:00,190,4.4,4.6,Low,Card,New,25,43,46,Late
739,Food Palace,Pune,2024-04-06 14:13:00,2024-04-06 15:17:00,415,4.6,9.9,Medium,Cash,Premium,18,57,64,Late
740,Urban Food,Pune,2024-04-01 18:11:00,2024-04-01 19:03:00,363,4.0,9.8,Low,Cash,Premium,10,49,52,Late
741,Spice Hub,Pune,2024-04-08 19:37:00,2024-04-08 20:46:00,482,3.4,10.0,Medium,UPI,Premium,23,63,69,Late
742,Royal Kitchen,Delhi,2024-04-06 13:06:00,2024-04-06 13:58:00,292,3.2,7.0,Low,UPI,New,23,51,52,Late
743,Food Palace,Pune,2024-04-08 10:56:00,2024-04-08 11:34:00,575,3.9,4.6,Medium,Wallet,Premium,14,32,38,Late
744,Quick Eats,Bangalore,2024-04-06 12:29:00,2024-04-06 13:26:00,283,4.5,5.4,High,UPI,Returning,16,37,57,Late
745,Tasty Bites,Mumbai,2024-04-01 21:36:00,2024-04-01 22:16:00,156,4.0,5.3,Low,Card,New,18,39,40,Late
746,Urban Food,Bangalore,2024-04-13 15:14:00,2024-04-13 15:53:00,587,3.9,3.6,Medium,Wallet,New,15,29,39,Late
747,Quick Eats,Mumbai,2024-04-07 23:33:00,2024-04-08 00:12:00,342,3.3,3.5,Medium,UPI,New,16,30,39,Late
748,Urban Food,Delhi,2024-04-07 21:55:00,2024-04-07 22:44:00,322,4.4,7.6,Low,Cash,Premium,17,47,49,Late
749,Quick Eats,Mumbai,2024-04-15 10:26:00,2024-04-15 11:11:00,475,4.0,7.8,Low,UPI,Premium,11,42,45,Late
750,Quick Eats,Pune,2024-04-07 17:51:00,2024-04-07 18:41:00,353,4.8,5.2,High,Wallet,Premium,13,33,50,Late
751,Food Palace,Pune,2024-04-12 16:13:00,2024-04-12 17:02:00,222,4.1,6.7,Low,Cash,Premium,21,47,49,Late
752,Royal Kitchen,Pune,2024-04-11 14:10:00,2024-04-11 14:58:00,482,3.8,1.3,High,Cash,Returning,24,29,48,Late
753,Quick Eats,Pune,2024-04-13 12:55:00,2024-04-13 13:49:00,504,3.9,5.2,High,Wallet,Returning,22,42,54,Late
754,Tasty Bites,Bangalore,2024-04-02 16:57:00,2024-04-02 18:04:00,116,4.2,7.4,High,Cash,Premium,20,49,67,Late
755,Tasty Bites,Bangalore,2024-04-10 18:36:00,2024-04-10 19:22:00,550,4.6,7.7,Low,Card,Premium,12,42,46,Late
756,Tasty Bites,Pune,2024-04-02 16:23:00,2024-04-02 17:20:00,287,4.5,9.9,Medium,Card,New,11,50,57,Late
757,Food Palace,Hyderabad,2024-04-12 22:13:00,2024-04-12 23:20:00,376,3.2,11.5,Low,Cash,Premium,20,66,67,Late
758,Spice Hub,Bangalore,2024-04-13 13:20:00,2024-04-13 13:59:00,448,3.2,3.2,Medium,UPI,Premium,18,30,39,Late
759,Urban Food,Delhi,2024-04-06 15:28:00,2024-04-06 16:21:00,463,4.8,8.1,Medium,Cash,New,13,45,53,Late
760,Quick Eats,Hyderabad,2024-04-10 15:51:00,2024-04-10 16:30:00,556,4.9,3.7,High,Card,Returning,12,26,39,Late
761,Urban Food,Pune,2024-04-15 12:18:00,2024-04-15 12:38:00,241,4.9,1.7,Low,Cash,Returning,13,19,20,Late
762,Spice Hub,Mumbai,2024-04-14 13:33:00,2024-04-14 14:16:00,313,3.4,4.9,High,Wallet,New,10,29,43,Late
763,Royal Kitchen,Hyderabad,2024-04-06 16:28:00,2024-04-06 17:17:00,196,3.7,6.3,High,UPI,Returning,10,35,49,Late
764,Spice Hub,Pune,2024-04-11 15:26:00,2024-04-11 16:22:00,430,3.8,4.1,High,UPI,Premium,20,36,56,Late
765,Tasty Bites,Bangalore,2024-04-05 19:08:00,2024-04-05 20:09:00,216,4.2,9.8,Medium,Wallet,Returning,15,54,61,Late
766,Urban Food,Delhi,2024-04-03 15:18:00,2024-04-03 15:59:00,573,4.3,4.4,Medium,Card,New,15,32,41,Late
767,Food Palace,Hyderabad,2024-04-03 23:45:00,2024-04-04 00:46:00,221,3.7,8.9,High,Card,New,14,49,61,Late
768,Spice Hub,Pune,2024-04-03 17:16:00,2024-04-03 17:59:00,387,3.4,5.5,Medium,Card,Premium,15,37,43,Late
769,Royal Kitchen,Pune,2024-04-03 15:28:00,2024-04-03 16:13:00,254,4.4,3.0,High,Card,Returning,15,27,45,Late
770,Spice Hub,Pune,2024-04-13 12:29:00,2024-04-13 13:00:00,596,4.1,3.0,Medium,Wallet,Returning,14,26,31,Late
771,Royal Kitchen,Hyderabad,2024-04-12 14:30:00,2024-04-12 15:28:00,473,3.4,8.8,Medium,Card,Premium,14,49,58,Late
772,Urban Food,Delhi,2024-04-08 10:08:00,2024-04-08 11:03:00,112,3.7,7.2,High,Cash,Premium,13,41,55,Late
773,Urban Food,Hyderabad,2024-04-06 11:20:00,2024-04-06 12:26:00,369,4.1,11.6,Low,UPI,Returning,16,62,66,Late
774,Food Palace,Delhi,2024-04-02 18:54:00,2024-04-02 19:54:00,301,4.2,9.9,Medium,UPI,New,12,51,60,Late
775,Food Palace,Bangalore,2024-04-10 18:03:00,2024-04-10 18:46:00,175,4.3,1.5,High,Card,Premium,21,27,43,Late
776,Royal Kitchen,Bangalore,2024-04-06 10:18:00,2024-04-06 11:32:00,600,4.3,11.5,Medium,Card,Returning,21,67,74,Late
777,Urban Food,Hyderabad,2024-04-12 17:47:00,2024-04-12 18:58:00,183,4.8,10.0,Medium,Cash,New,24,64,71,Late
778,Royal Kitchen,Bangalore,2024-04-14 19:38:00,2024-04-14 20:07:00,255,3.6,3.5,Low,Wallet,New,14,28,29,Late
779,Urban Food,Hyderabad,2024-04-15 19:48:00,2024-04-15 20:35:00,309,3.9,7.7,Medium,Card,New,12,42,47,Late
780,Royal Kitchen,Delhi,2024-04-09 17:45:00,2024-04-09 18:52:00,195,4.8,10.2,High,Wallet,New,14,54,67,Late
781,Urban Food,Delhi,2024-04-14 23:19:00,2024-04-15 00:14:00,386,3.6,4.9,High,Wallet,New,19,38,55,Late
782,Royal Kitchen,Bangalore,2024-04-13 10:09:00,2024-04-13 11:16:00,527,3.7,9.6,Medium,UPI,New,19,57,67,Late
783,Royal Kitchen,Bangalore,2024-04-11 14:26:00,2024-04-11 15:36:00,430,4.0,10.0,Low,Cash,Premium,25,65,70,Late
784,Food Palace,Pune,2024-04-08 11:38:00,2024-04-08 12:51:00,346,3.4,8.3,High,Cash,Returning,21,54,73,Late
785,Quick Eats,Bangalore,2024-04-11 17:44:00,2024-04-11 18:40:00,475,4.0,7.9,Low,Card,Premium,21,52,56,Late
786,Quick Eats,Pune,2024-04-10 10:09:00,2024-04-10 11:13:00,169,3.5,7.5,Medium,Card,New,24,54,64,Late
787,Tasty Bites,Mumbai,2024-04-06 16:40:00,2024-04-06 17:34:00,249,4.8,9.1,Medium,Cash,Returning,11,47,54,Late
788,Quick Eats,Pune,2024-04-03 22:06:00,2024-04-03 22:52:00,265,3.4,3.4,High,UPI,Premium,15,28,46,Late
789,Tasty Bites,Delhi,2024-04-12 21:23:00,2024-04-12 21:50:00,106,4.4,1.3,Low,Card,Premium,21,26,27,Late
